id,site,data,titulo_original,subtitulo_original,texto_original,url,pipeline_nlp,analise_sentimento
427,Jovem Pan,2024-07-22 07:29:00,Busca por armas de fogo no Rio Grande do Sul aumenta durante tragédia,,Busca por armas de fogo no Rio Grande do Sul aumenta durante tragédia ,,"{'etapa_1_limpeza': 'Busca por armas de fogo no Rio Grande do Sul aumenta durante tragédia', 'etapa_2_normalizacao': 'busca por armas de fogo no rio grande do sul aumenta durante tragédia', 'etapa_3_entidades': [{'texto': 'rio grande do sul', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'busca', 'processado': 'busco'}, {'original': 'por', 'processado': 'por'}, {'original': 'armas', 'processado': 'arma'}, {'original': 'de', 'processado': 'de'}, {'original': 'fogo', 'processado': 'fogo'}, {'original': 'no', 'processado': 'em o'}, {'original': 'rio', 'processado': 'rio'}, {'original': 'grande', 'processado': 'grande'}, {'original': 'do', 'processado': 'de o'}, {'original': 'sul', 'processado': 'sul'}, {'original': 'aumenta', 'processado': 'aumentar'}, {'original': 'durante', 'processado': 'durante'}, {'original': 'tragédia', 'processado': 'tragédia'}], 'etapa_5_lista_tokens': ['busco', 'por', 'arma', 'de', 'fogo', 'em o', 'rio', 'grande', 'de o', 'sul', 'aumentar', 'durante', 'tragédia'], 'etapa_6_texto_final': 'busco por arma de fogo em o rio grande de o sul aumentar durante tragédia'}","{'sentimento': 'NEG', 'confianca': 0.6074}"
428,Jovem Pan,2024-07-05 15:08:00,INPE revela causas da chuva histórica no Rio Grande do Sul,,INPE revela causas da chuva histórica no Rio Grande do Sul ,,"{'etapa_1_limpeza': 'INPE revela causas da chuva histórica no Rio Grande do Sul', 'etapa_2_normalizacao': 'inpe revela causas da chuva histórica no rio grande do sul', 'etapa_3_entidades': [{'texto': 'inpe', 'tipo': 'LOC'}, {'texto': 'rio grande do sul', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'inpe', 'processado': 'inpe'}, {'original': 'revela', 'processado': 'revelar'}, {'original': 'causas', 'processado': 'causa'}, {'original': 'da', 'processado': 'de o'}, {'original': 'chuva', 'processado': 'chuva'}, {'original': 'histórica', 'processado': 'histórico'}, {'original': 'no', 'processado': 'em o'}, {'original': 'rio', 'processado': 'rio'}, {'original': 'grande', 'processado': 'grande'}, {'original': 'do', 'processado': 'de o'}, {'original': 'sul', 'processado': 'sul'}], 'etapa_5_lista_tokens': ['inpe', 'revelar', 'causa', 'de o', 'chuva', 'histórico', 'em o', 'rio', 'grande', 'de o', 'sul'], 'etapa_6_texto_final': 'inpe revelar causa de o chuva histórico em o rio grande de o sul'}","{'sentimento': 'NEG', 'confianca': 0.4292}"
429,Jovem Pan,2024-07-03 12:48:00,Mortos em enchentes no RS sobem para 180; 32 seguem desaparecidos,,Mortos em enchentes no RS sobem para 180; 32 seguem desaparecidos ,,"{'etapa_1_limpeza': 'Mortos em enchentes no RS sobem para 180; 32 seguem desaparecidos', 'etapa_2_normalizacao': 'mortos em enchentes no rs sobem para 180; 32 seguem desaparecidos', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'mortos', 'processado': 'morto'}, {'original': 'em', 'processado': 'em'}, {'original': 'enchentes', 'processado': 'enchente'}, {'original': 'no', 'processado': 'em o'}, {'original': 'rs', 'processado': 'rs'}, {'original': 'sobem', 'processado': 'subir'}, {'original': 'para', 'processado': 'para'}, {'original': '180', 'processado': '180'}, {'original': '32', 'processado': '32'}, {'original': 'seguem', 'processado': 'seguir'}, {'original': 'desaparecidos', 'processado': 'desaparecer'}], 'etapa_5_lista_tokens': ['morto', 'em', 'enchente', 'em o', 'rs', 'subir', 'para', '180', '32', 'seguir', 'desaparecer'], 'etapa_6_texto_final': 'morto em enchente em o rs subir para 180 32 seguir desaparecer'}","{'sentimento': 'NEG', 'confianca': 0.5241}"
430,Jovem Pan,2024-06-29 10:48:00,Estudo da USP revela que cerrado brasileiro passa por seca sem precedentes nos últimos 700 anos,,Estudo da USP revela que cerrado brasileiro passa por seca sem precedentes nos últimos 700 anos ,,"{'etapa_1_limpeza': 'Estudo da USP revela que cerrado brasileiro passa por seca sem precedentes nos últimos 700 anos', 'etapa_2_normalizacao': 'estudo da usp revela que cerrado brasileiro passa por seca sem precedentes nos últimos 700 anos', 'etapa_3_entidades': [{'texto': 'usp', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'estudo', 'processado': 'estudo'}, {'original': 'da', 'processado': 'de o'}, {'original': 'usp', 'processado': 'usp'}, {'original': 'revela', 'processado': 'revelar'}, {'original': 'que', 'processado': 'que'}, {'original': 'cerrado', 'processado': 'cerrar'}, {'original': 'brasileiro', 'processado': 'brasileiro'}, {'original': 'passa', 'processado': 'passar'}, {'original': 'por', 'processado': 'por'}, {'original': 'seca', 'processado': 'seca'}, {'original': 'sem', 'processado': 'sem'}, {'original': 'precedentes', 'processado': 'precedente'}, {'original': 'nos', 'processado': 'em o'}, {'original': 'últimos', 'processado': 'último'}, {'original': '700', 'processado': '700'}, {'original': 'anos', 'processado': 'ano'}], 'etapa_5_lista_tokens': ['estudo', 'de o', 'usp', 'revelar', 'que', 'cerrar', 'brasileiro', 'passar', 'por', 'seca', 'sem', 'precedente', 'em o', 'último', '700', 'ano'], 'etapa_6_texto_final': 'estudo de o usp revelar que cerrar brasileiro passar por seca sem precedente em o último 700 ano'}","{'sentimento': 'NEG', 'confianca': 0.4671}"
431,Jovem Pan,2024-06-19 21:56:00,Queimadas no Pantanal em junho superam patamar da maior devastação já registrada,,Queimadas no Pantanal em junho superam patamar da maior devastação já registrada ,,"{'etapa_1_limpeza': 'Queimadas no Pantanal em junho superam patamar da maior devastação já registrada', 'etapa_2_normalizacao': 'queimadas no pantanal em junho superam patamar da maior devastação já registrada', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'queimadas', 'processado': 'queimar'}, {'original': 'no', 'processado': 'em o'}, {'original': 'pantanal', 'processado': 'pantanal'}, {'original': 'em', 'processado': 'em'}, {'original': 'junho', 'processado': 'junho'}, {'original': 'superam', 'processado': 'superar'}, {'original': 'patamar', 'processado': 'patamar'}, {'original': 'da', 'processado': 'de o'}, {'original': 'maior', 'processado': 'grande'}, {'original': 'devastação', 'processado': 'devastação'}, {'original': 'já', 'processado': 'já'}, {'original': 'registrada', 'processado': 'registrar'}], 'etapa_5_lista_tokens': ['queimar', 'em o', 'pantanal', 'em', 'junho', 'superar', 'patamar', 'de o', 'grande', 'devastação', 'já', 'registrar'], 'etapa_6_texto_final': 'queimar em o pantanal em junho superar patamar de o grande devastação já registrar'}","{'sentimento': 'NEG', 'confianca': 0.6054}"
432,Jovem Pan,2024-06-19 10:04:00,Nível do rio Guaíba volta a subir após chuvas intensas em Porto Alegre,,Nível do rio Guaíba volta a subir após chuvas intensas em Porto Alegre ,,"{'etapa_1_limpeza': 'Nível do rio Guaíba volta a subir após chuvas intensas em Porto Alegre', 'etapa_2_normalizacao': 'nível do rio guaíba volta a subir após chuvas intensas em porto alegre', 'etapa_3_entidades': [{'texto': 'rio guaíba', 'tipo': 'LOC'}, {'texto': 'porto alegre', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'nível', 'processado': 'nível'}, {'original': 'do', 'processado': 'de o'}, {'original': 'rio', 'processado': 'rio'}, {'original': 'guaíba', 'processado': 'guaíba'}, {'original': 'volta', 'processado': 'voltar'}, {'original': 'a', 'processado': 'a'}, {'original': 'subir', 'processado': 'subir'}, {'original': 'após', 'processado': 'após'}, {'original': 'chuvas', 'processado': 'chuva'}, {'original': 'intensas', 'processado': 'intenso'}, {'original': 'em', 'processado': 'em'}, {'original': 'porto', 'processado': 'porto'}, {'original': 'alegre', 'processado': 'alegre'}], 'etapa_5_lista_tokens': ['nível', 'de o', 'rio', 'guaíba', 'voltar', 'a', 'subir', 'após', 'chuva', 'intenso', 'em', 'porto', 'alegre'], 'etapa_6_texto_final': 'nível de o rio guaíba voltar a subir após chuva intenso em porto alegre'}","{'sentimento': 'NEU', 'confianca': 0.4626}"
433,Jovem Pan,2024-06-18 14:00:00,Leite cancela ida ao evento do BNDES no Rio após ameaças de deslizamento no RS,,Leite cancela ida ao evento do BNDES no Rio após ameaças de deslizamento no RS ,,"{'etapa_1_limpeza': 'Leite cancela ida ao evento do BNDES no Rio após ameaças de deslizamento no RS', 'etapa_2_normalizacao': 'leite cancela ida ao evento do bndes no rio após ameaças de deslizamento no rs', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'leite', 'processado': 'leite'}, {'original': 'cancela', 'processado': 'cancela'}, {'original': 'ida', 'processado': 'er'}, {'original': 'ao', 'processado': 'a o'}, {'original': 'evento', 'processado': 'evento'}, {'original': 'do', 'processado': 'de o'}, {'original': 'bndes', 'processado': 'bnde'}, {'original': 'no', 'processado': 'em o'}, {'original': 'rio', 'processado': 'rio'}, {'original': 'após', 'processado': 'após'}, {'original': 'ameaças', 'processado': 'ameaça'}, {'original': 'de', 'processado': 'de'}, {'original': 'deslizamento', 'processado': 'deslizamento'}, {'original': 'no', 'processado': 'em o'}, {'original': 'rs', 'processado': 'rs'}], 'etapa_5_lista_tokens': ['leite', 'cancela', 'er', 'a o', 'evento', 'de o', 'bnde', 'em o', 'rio', 'após', 'ameaça', 'de', 'deslizamento', 'em o', 'rs'], 'etapa_6_texto_final': 'leite cancela er a o evento de o bnde em o rio após ameaça de deslizamento em o rs'}","{'sentimento': 'NEG', 'confianca': 0.5117}"
434,Jovem Pan,2024-06-17 17:19:00,"Enchentes no RS causam queda de 25,3% na arrecadação de ICMS",,"Enchentes no RS causam queda de 25,3% na arrecadação de ICMS ",,"{'etapa_1_limpeza': 'Enchentes no RS causam queda de 25,3% na arrecadação de ICMS', 'etapa_2_normalizacao': 'enchentes no rs causam queda de 25,3% na arrecadação de icms', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'enchentes', 'processado': 'enchente'}, {'original': 'no', 'processado': 'em o'}, {'original': 'rs', 'processado': 'rs'}, {'original': 'causam', 'processado': 'causar'}, {'original': 'queda', 'processado': 'queda'}, {'original': 'de', 'processado': 'de'}, {'original': '25,3', 'processado': '25,3'}, {'original': 'na', 'processado': 'em o'}, {'original': 'arrecadação', 'processado': 'arrecadação'}, {'original': 'de', 'processado': 'de'}, {'original': 'icms', 'processado': 'icms'}], 'etapa_5_lista_tokens': ['enchente', 'em o', 'rs', 'causar', 'queda', 'de', '25,3', 'em o', 'arrecadação', 'de', 'icms'], 'etapa_6_texto_final': 'enchente em o rs causar queda de 25,3 em o arrecadação de icms'}","{'sentimento': 'NEG', 'confianca': 0.5629}"
435,Jovem Pan,2024-06-14 06:19:00,"Parque do Caracol, em Canela (RS), reabre nesta sexta-feira após fechamento por causa das chuvas",,"Parque do Caracol, em Canela (RS), reabre nesta sexta-feira após fechamento por causa das chuvas ",,"{'etapa_1_limpeza': 'Parque do Caracol, em Canela (RS), reabre nesta sexta-feira após fechamento por causa das chuvas', 'etapa_2_normalizacao': 'parque do caracol, em canela (rs), reabre nesta sexta-feira após fechamento por causa das chuvas', 'etapa_3_entidades': [{'texto': 'parque do caracol', 'tipo': 'LOC'}, {'texto': 'canela', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'parque', 'processado': 'parque'}, {'original': 'do', 'processado': 'de o'}, {'original': 'caracol', 'processado': 'caracol'}, {'original': 'em', 'processado': 'em'}, {'original': 'canela', 'processado': 'canela'}, {'original': 'rs', 'processado': 'rs'}, {'original': 'reabre', 'processado': 'reabre'}, {'original': 'nesta', 'processado': 'em este'}, {'original': 'sexta-feira', 'processado': 'sexta-feira'}, {'original': 'após', 'processado': 'após'}, {'original': 'fechamento', 'processado': 'fechamento'}, {'original': 'por', 'processado': 'por'}, {'original': 'causa', 'processado': 'causa'}, {'original': 'das', 'processado': 'de o'}, {'original': 'chuvas', 'processado': 'chuva'}], 'etapa_5_lista_tokens': ['parque', 'de o', 'caracol', 'em', 'canela', 'rs', 'reabre', 'em este', 'sexta-feira', 'após', 'fechamento', 'por', 'causa', 'de o', 'chuva'], 'etapa_6_texto_final': 'parque de o caracol em canela rs reabre em este sexta-feira após fechamento por causa de o chuva'}","{'sentimento': 'NEU', 'confianca': 0.5243}"
436,Jovem Pan,2024-06-13 14:44:00,Bruno Mars fará show extra no Brasil em prol das vítimas das enchentes no Rio Grande do Sul,,Bruno Mars fará show extra no Brasil em prol das vítimas das enchentes no Rio Grande do Sul ,,"{'etapa_1_limpeza': 'Bruno Mars fará show extra no Brasil em prol das vítimas das enchentes no Rio Grande do Sul', 'etapa_2_normalizacao': 'bruno mars fará show extra no brasil em prol das vítimas das enchentes no rio grande do sul', 'etapa_3_entidades': [{'texto': 'bruno mars', 'tipo': 'MISC'}, {'texto': 'brasil', 'tipo': 'LOC'}, {'texto': 'rio grande do sul', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'bruno', 'processado': 'bruno'}, {'original': 'mars', 'processado': 'mars'}, {'original': 'fará', 'processado': 'fazer'}, {'original': 'show', 'processado': 'show'}, {'original': 'extra', 'processado': 'extra'}, {'original': 'no', 'processado': 'em o'}, {'original': 'brasil', 'processado': 'brasil'}, {'original': 'em', 'processado': 'em'}, {'original': 'prol', 'processado': 'prol'}, {'original': 'das', 'processado': 'de o'}, {'original': 'vítimas', 'processado': 'vítima'}, {'original': 'das', 'processado': 'de o'}, {'original': 'enchentes', 'processado': 'enchente'}, {'original': 'no', 'processado': 'em o'}, {'original': 'rio', 'processado': 'rio'}, {'original': 'grande', 'processado': 'grande'}, {'original': 'do', 'processado': 'de o'}, {'original': 'sul', 'processado': 'sul'}], 'etapa_5_lista_tokens': ['bruno', 'mars', 'fazer', 'show', 'extra', 'em o', 'brasil', 'em', 'prol', 'de o', 'vítima', 'de o', 'enchente', 'em o', 'rio', 'grande', 'de o', 'sul'], 'etapa_6_texto_final': 'bruno mars fazer show extra em o brasil em prol de o vítima de o enchente em o rio grande de o sul'}","{'sentimento': 'NEU', 'confianca': 0.5}"
437,Jovem Pan,2024-06-13 14:13:00,Homem diz que é verdadeiro dono do cavalo Caramelo e tenta reaver animal após enchentes em Canoas,,Homem diz que é verdadeiro dono do cavalo Caramelo e tenta reaver animal após enchentes em Canoas ,,"{'etapa_1_limpeza': 'Homem diz que é verdadeiro dono do cavalo Caramelo e tenta reaver animal após enchentes em Canoas', 'etapa_2_normalizacao': 'homem diz que é verdadeiro dono do cavalo caramelo e tenta reaver animal após enchentes em canoas', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'homem', 'processado': 'homem'}, {'original': 'diz', 'processado': 'dizer'}, {'original': 'que', 'processado': 'que'}, {'original': 'é', 'processado': 'ser'}, {'original': 'verdadeiro', 'processado': 'verdadeiro'}, {'original': 'dono', 'processado': 'dono'}, {'original': 'do', 'processado': 'de o'}, {'original': 'cavalo', 'processado': 'cavalo'}, {'original': 'caramelo', 'processado': 'caramelo'}, {'original': 'e', 'processado': 'e'}, {'original': 'tenta', 'processado': 'tentar'}, {'original': 'reaver', 'processado': 'reaver'}, {'original': 'animal', 'processado': 'animal'}, {'original': 'após', 'processado': 'após'}, {'original': 'enchentes', 'processado': 'enchente'}, {'original': 'em', 'processado': 'em'}, {'original': 'canoas', 'processado': 'canoa'}], 'etapa_5_lista_tokens': ['homem', 'dizer', 'que', 'ser', 'verdadeiro', 'dono', 'de o', 'cavalo', 'caramelo', 'e', 'tentar', 'reaver', 'animal', 'após', 'enchente', 'em', 'canoa'], 'etapa_6_texto_final': 'homem dizer que ser verdadeiro dono de o cavalo caramelo e tentar reaver animal após enchente em canoa'}","{'sentimento': 'NEU', 'confianca': 0.44}"
438,Jovem Pan,2024-06-12 14:14:00,Aeroporto Internacional Salgado Filho passa por limpeza após enchente histórica no RS,,Aeroporto Internacional Salgado Filho passa por limpeza após enchente histórica no RS ,,"{'etapa_1_limpeza': 'Aeroporto Internacional Salgado Filho passa por limpeza após enchente histórica no RS', 'etapa_2_normalizacao': 'aeroporto internacional salgado filho passa por limpeza após enchente histórica no rs', 'etapa_3_entidades': [{'texto': 'aeroporto internacional salgado filho', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'aeroporto', 'processado': 'aeroporto'}, {'original': 'internacional', 'processado': 'internacional'}, {'original': 'salgado', 'processado': 'salgar'}, {'original': 'filho', 'processado': 'filho'}, {'original': 'passa', 'processado': 'passar'}, {'original': 'por', 'processado': 'por'}, {'original': 'limpeza', 'processado': 'limpeza'}, {'original': 'após', 'processado': 'após'}, {'original': 'enchente', 'processado': 'enchente'}, {'original': 'histórica', 'processado': 'histórico'}, {'original': 'no', 'processado': 'em o'}, {'original': 'rs', 'processado': 'rs'}], 'etapa_5_lista_tokens': ['aeroporto', 'internacional', 'salgar', 'filho', 'passar', 'por', 'limpeza', 'após', 'enchente', 'histórico', 'em o', 'rs'], 'etapa_6_texto_final': 'aeroporto internacional salgar filho passar por limpeza após enchente histórico em o rs'}","{'sentimento': 'NEU', 'confianca': 0.449}"
439,Jovem Pan,2024-06-09 16:03:00,Rio Grande do Sul registra mais uma morte por enchentes; número de vítimas sobe para 173,,Rio Grande do Sul registra mais uma morte por enchentes; número de vítimas sobe para 173 ,,"{'etapa_1_limpeza': 'Rio Grande do Sul registra mais uma morte por enchentes; número de vítimas sobe para 173', 'etapa_2_normalizacao': 'rio grande do sul registra mais uma morte por enchentes; número de vítimas sobe para 173', 'etapa_3_entidades': [{'texto': 'rio grande do sul', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'rio', 'processado': 'rio'}, {'original': 'grande', 'processado': 'grande'}, {'original': 'do', 'processado': 'de o'}, {'original': 'sul', 'processado': 'sul'}, {'original': 'registra', 'processado': 'registrar'}, {'original': 'mais', 'processado': 'mais'}, {'original': 'uma', 'processado': 'um'}, {'original': 'morte', 'processado': 'morte'}, {'original': 'por', 'processado': 'por'}, {'original': 'enchentes', 'processado': 'enchente'}, {'original': 'número', 'processado': 'número'}, {'original': 'de', 'processado': 'de'}, {'original': 'vítimas', 'processado': 'vítima'}, {'original': 'sobe', 'processado': 'subir'}, {'original': 'para', 'processado': 'para'}, {'original': '173', 'processado': '173'}], 'etapa_5_lista_tokens': ['rio', 'grande', 'de o', 'sul', 'registrar', 'mais', 'um', 'morte', 'por', 'enchente', 'número', 'de', 'vítima', 'subir', 'para', '173'], 'etapa_6_texto_final': 'rio grande de o sul registrar mais um morte por enchente número de vítima subir para 173'}","{'sentimento': 'NEG', 'confianca': 0.5797}"
440,Jovem Pan,2024-06-08 16:42:00,Operação especial retira aviões do Aeroporto Salgado Filho após enchentes,,Operação especial retira aviões do Aeroporto Salgado Filho após enchentes ,,"{'etapa_1_limpeza': 'Operação especial retira aviões do Aeroporto Salgado Filho após enchentes', 'etapa_2_normalizacao': 'operação especial retira aviões do aeroporto salgado filho após enchentes', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'operação', 'processado': 'operação'}, {'original': 'especial', 'processado': 'especial'}, {'original': 'retira', 'processado': 'retirar'}, {'original': 'aviões', 'processado': 'avião'}, {'original': 'do', 'processado': 'de o'}, {'original': 'aeroporto', 'processado': 'aeroporto'}, {'original': 'salgado', 'processado': 'salgar'}, {'original': 'filho', 'processado': 'filho'}, {'original': 'após', 'processado': 'após'}, {'original': 'enchentes', 'processado': 'enchente'}], 'etapa_5_lista_tokens': ['operação', 'especial', 'retirar', 'avião', 'de o', 'aeroporto', 'salgar', 'filho', 'após', 'enchente'], 'etapa_6_texto_final': 'operação especial retirar avião de o aeroporto salgar filho após enchente'}","{'sentimento': 'NEU', 'confianca': 0.4522}"
441,Jovem Pan,2024-06-07 17:23:00,Investigação apura desvios na compra de cestas básicas para vítimas de enchentes no RS,,Investigação apura desvios na compra de cestas básicas para vítimas de enchentes no RS ,,"{'etapa_1_limpeza': 'Investigação apura desvios na compra de cestas básicas para vítimas de enchentes no RS', 'etapa_2_normalizacao': 'investigação apura desvios na compra de cestas básicas para vítimas de enchentes no rs', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'investigação', 'processado': 'investigação'}, {'original': 'apura', 'processado': 'apurar'}, {'original': 'desvios', 'processado': 'desvio'}, {'original': 'na', 'processado': 'em o'}, {'original': 'compra', 'processado': 'compra'}, {'original': 'de', 'processado': 'de'}, {'original': 'cestas', 'processado': 'cesta'}, {'original': 'básicas', 'processado': 'básico'}, {'original': 'para', 'processado': 'para'}, {'original': 'vítimas', 'processado': 'vítima'}, {'original': 'de', 'processado': 'de'}, {'original': 'enchentes', 'processado': 'enchente'}, {'original': 'no', 'processado': 'em o'}, {'original': 'rs', 'processado': 'rs'}], 'etapa_5_lista_tokens': ['investigação', 'apurar', 'desvio', 'em o', 'compra', 'de', 'cesta', 'básico', 'para', 'vítima', 'de', 'enchente', 'em o', 'rs'], 'etapa_6_texto_final': 'investigação apurar desvio em o compra de cesta básico para vítima de enchente em o rs'}","{'sentimento': 'NEU', 'confianca': 0.4609}"
442,Jovem Pan,2024-06-07 16:55:00,Estação Rodoviária de Porto Alegre volta a funcionar após ser fechada por causa de tragédia no RS,,Estação Rodoviária de Porto Alegre volta a funcionar após ser fechada por causa de tragédia no RS ,,"{'etapa_1_limpeza': 'Estação Rodoviária de Porto Alegre volta a funcionar após ser fechada por causa de tragédia no RS', 'etapa_2_normalizacao': 'estação rodoviária de porto alegre volta a funcionar após ser fechada por causa de tragédia no rs', 'etapa_3_entidades': [{'texto': 'estação rodoviária de porto alegre', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'estação', 'processado': 'estação'}, {'original': 'rodoviária', 'processado': 'rodoviário'}, {'original': 'de', 'processado': 'de'}, {'original': 'porto', 'processado': 'porto'}, {'original': 'alegre', 'processado': 'alegre'}, {'original': 'volta', 'processado': 'voltar'}, {'original': 'a', 'processado': 'a'}, {'original': 'funcionar', 'processado': 'funcionar'}, {'original': 'após', 'processado': 'após'}, {'original': 'ser', 'processado': 'ser'}, {'original': 'fechada', 'processado': 'fechar'}, {'original': 'por', 'processado': 'por'}, {'original': 'causa', 'processado': 'causa'}, {'original': 'de', 'processado': 'de'}, {'original': 'tragédia', 'processado': 'tragédia'}, {'original': 'no', 'processado': 'em o'}, {'original': 'rs', 'processado': 'rs'}], 'etapa_5_lista_tokens': ['estação', 'rodoviário', 'de', 'porto', 'alegre', 'voltar', 'a', 'funcionar', 'após', 'ser', 'fechar', 'por', 'causa', 'de', 'tragédia', 'em o', 'rs'], 'etapa_6_texto_final': 'estação rodoviário de porto alegre voltar a funcionar após ser fechar por causa de tragédia em o rs'}","{'sentimento': 'NEU', 'confianca': 0.4502}"
443,Jovem Pan,2024-06-06 07:50:00,Enchentes no Rio Grande do Sul danificam mais de mil escolas,,Enchentes no Rio Grande do Sul danificam mais de mil escolas ,,"{'etapa_1_limpeza': 'Enchentes no Rio Grande do Sul danificam mais de mil escolas', 'etapa_2_normalizacao': 'enchentes no rio grande do sul danificam mais de mil escolas', 'etapa_3_entidades': [{'texto': 'rio grande do sul', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'enchentes', 'processado': 'enchente'}, {'original': 'no', 'processado': 'em o'}, {'original': 'rio', 'processado': 'rio'}, {'original': 'grande', 'processado': 'grande'}, {'original': 'do', 'processado': 'de o'}, {'original': 'sul', 'processado': 'sul'}, {'original': 'danificam', 'processado': 'danificar'}, {'original': 'mais', 'processado': 'mais'}, {'original': 'de', 'processado': 'de'}, {'original': 'mil', 'processado': 'mil'}, {'original': 'escolas', 'processado': 'escola'}], 'etapa_5_lista_tokens': ['enchente', 'em o', 'rio', 'grande', 'de o', 'sul', 'danificar', 'mais', 'de', 'mil', 'escola'], 'etapa_6_texto_final': 'enchente em o rio grande de o sul danificar mais de mil escola'}","{'sentimento': 'NEU', 'confianca': 0.4991}"
444,Jovem Pan,2024-06-03 21:03:00,"JBS doa toneladas de carne para a produção de 6,5 milhões de marmitas às vítimas das enchentes no RS",,"JBS doa toneladas de carne para a produção de 6,5 milhões de marmitas às vítimas das enchentes no RS ",,"{'etapa_1_limpeza': 'JBS doa toneladas de carne para a produção de 6,5 milhões de marmitas às vítimas das enchentes no RS', 'etapa_2_normalizacao': 'jbs doa toneladas de carne para a produção de 6,5 milhões de marmitas às vítimas das enchentes no rs', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'jbs', 'processado': 'jbs'}, {'original': 'doa', 'processado': 'doa'}, {'original': 'toneladas', 'processado': 'tonelada'}, {'original': 'de', 'processado': 'de'}, {'original': 'carne', 'processado': 'carne'}, {'original': 'para', 'processado': 'para'}, {'original': 'a', 'processado': 'o'}, {'original': 'produção', 'processado': 'produção'}, {'original': 'de', 'processado': 'de'}, {'original': '6,5', 'processado': '6,5'}, {'original': 'milhões', 'processado': 'milhão'}, {'original': 'de', 'processado': 'de'}, {'original': 'marmitas', 'processado': 'marmita'}, {'original': 'às', 'processado': 'a o'}, {'original': 'vítimas', 'processado': 'vítima'}, {'original': 'das', 'processado': 'de o'}, {'original': 'enchentes', 'processado': 'enchente'}, {'original': 'no', 'processado': 'em o'}, {'original': 'rs', 'processado': 'rs'}], 'etapa_5_lista_tokens': ['jbs', 'doa', 'tonelada', 'de', 'carne', 'para', 'o', 'produção', 'de', '6,5', 'milhão', 'de', 'marmita', 'a o', 'vítima', 'de o', 'enchente', 'em o', 'rs'], 'etapa_6_texto_final': 'jbs doa tonelada de carne para o produção de 6,5 milhão de marmita a o vítima de o enchente em o rs'}","{'sentimento': 'NEU', 'confianca': 0.4666}"
445,Jovem Pan,2024-06-02 10:40:00,Rio Grande do Sul chega a 172 mortos devido às enchentes,,Rio Grande do Sul chega a 172 mortos devido às enchentes ,,"{'etapa_1_limpeza': 'Rio Grande do Sul chega a 172 mortos devido às enchentes', 'etapa_2_normalizacao': 'rio grande do sul chega a 172 mortos devido às enchentes', 'etapa_3_entidades': [{'texto': 'rio grande do sul', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'rio', 'processado': 'rio'}, {'original': 'grande', 'processado': 'grande'}, {'original': 'do', 'processado': 'de o'}, {'original': 'sul', 'processado': 'sul'}, {'original': 'chega', 'processado': 'chegar'}, {'original': 'a', 'processado': 'a'}, {'original': '172', 'processado': '172'}, {'original': 'mortos', 'processado': 'morto'}, {'original': 'devido', 'processado': 'devido'}, {'original': 'às', 'processado': 'a o'}, {'original': 'enchentes', 'processado': 'enchente'}], 'etapa_5_lista_tokens': ['rio', 'grande', 'de o', 'sul', 'chegar', 'a', '172', 'morto', 'devido', 'a o', 'enchente'], 'etapa_6_texto_final': 'rio grande de o sul chegar a 172 morto devido a o enchente'}","{'sentimento': 'NEG', 'confianca': 0.6227}"
