id,site,data,titulo_original,subtitulo_original,texto_original,url,pipeline_nlp,analise_sentimento
154,Jovem Pan,2025-08-09 19:20:00,Comissão no Congresso finaliza relatório da tragédia da VoePass e aponta negligência e ‘canibalização’,,Comissão no Congresso finaliza relatório da tragédia da VoePass e aponta negligência e ‘canibalização’ ,,"{'etapa_1_limpeza': 'Comissão no Congresso finaliza relatório da tragédia da VoePass e aponta negligência e ‘canibalização’', 'etapa_2_normalizacao': 'comissão no congresso finaliza relatório da tragédia da voepass e aponta negligência e ‘canibalização’', 'etapa_3_entidades': [{'texto': 'comissão', 'tipo': 'ORG'}], 'etapa_4_tokens': [{'original': 'comissão', 'processado': 'comissão'}, {'original': 'no', 'processado': 'em o'}, {'original': 'congresso', 'processado': 'congresso'}, {'original': 'finaliza', 'processado': 'finalizar'}, {'original': 'relatório', 'processado': 'relatório'}, {'original': 'da', 'processado': 'de o'}, {'original': 'tragédia', 'processado': 'tragédia'}, {'original': 'da', 'processado': 'de o'}, {'original': 'voepass', 'processado': 'voepass'}, {'original': 'e', 'processado': 'e'}, {'original': 'aponta', 'processado': 'apontar'}, {'original': 'negligência', 'processado': 'negligência'}, {'original': 'e', 'processado': 'e'}, {'original': 'canibalização', 'processado': 'canibalização'}], 'etapa_5_lista_tokens': ['comissão', 'em o', 'congresso', 'finalizar', 'relatório', 'de o', 'tragédia', 'de o', 'voepass', 'e', 'apontar', 'negligência', 'e', 'canibalização'], 'etapa_6_texto_final': 'comissão em o congresso finalizar relatório de o tragédia de o voepass e apontar negligência e canibalização'}","{'sentimento': 'NEG', 'confianca': 0.7949}"
155,Jovem Pan,2025-08-09 18:52:00,"Ato ecumênico da tragédia da Voepass é marcado por cartas de saudade, homenagens e orações",,"Ato ecumênico da tragédia da Voepass é marcado por cartas de saudade, homenagens e orações ",,"{'etapa_1_limpeza': 'Ato ecumênico da tragédia da Voepass é marcado por cartas de saudade, homenagens e orações', 'etapa_2_normalizacao': 'ato ecumênico da tragédia da voepass é marcado por cartas de saudade, homenagens e orações', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'ato', 'processado': 'ato'}, {'original': 'ecumênico', 'processado': 'ecumênico'}, {'original': 'da', 'processado': 'de o'}, {'original': 'tragédia', 'processado': 'tragédia'}, {'original': 'da', 'processado': 'de o'}, {'original': 'voepass', 'processado': 'voepass'}, {'original': 'é', 'processado': 'ser'}, {'original': 'marcado', 'processado': 'marcar'}, {'original': 'por', 'processado': 'por'}, {'original': 'cartas', 'processado': 'carta'}, {'original': 'de', 'processado': 'de'}, {'original': 'saudade', 'processado': 'saudade'}, {'original': 'homenagens', 'processado': 'homenagem'}, {'original': 'e', 'processado': 'e'}, {'original': 'orações', 'processado': 'oração'}], 'etapa_5_lista_tokens': ['ato', 'ecumênico', 'de o', 'tragédia', 'de o', 'voepass', 'ser', 'marcar', 'por', 'carta', 'de', 'saudade', 'homenagem', 'e', 'oração'], 'etapa_6_texto_final': 'ato ecumênico de o tragédia de o voepass ser marcar por carta de saudade homenagem e oração'}","{'sentimento': 'NEU', 'confianca': 0.3653}"
156,Jovem Pan,2025-08-09 07:04:00,Voepass suspende operações após tragédia aérea e rotas são redistribuídas,,Voepass suspende operações após tragédia aérea e rotas são redistribuídas ,,"{'etapa_1_limpeza': 'Voepass suspende operações após tragédia aérea e rotas são redistribuídas', 'etapa_2_normalizacao': 'voepass suspende operações após tragédia aérea e rotas são redistribuídas', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'voepass', 'processado': 'voepass'}, {'original': 'suspende', 'processado': 'suspender'}, {'original': 'operações', 'processado': 'operação'}, {'original': 'após', 'processado': 'após'}, {'original': 'tragédia', 'processado': 'tragédia'}, {'original': 'aérea', 'processado': 'aéreo'}, {'original': 'e', 'processado': 'e'}, {'original': 'rotas', 'processado': 'rota'}, {'original': 'são', 'processado': 'ser'}, {'original': 'redistribuídas', 'processado': 'redistribuír'}], 'etapa_5_lista_tokens': ['voepass', 'suspender', 'operação', 'após', 'tragédia', 'aéreo', 'e', 'rota', 'ser', 'redistribuír'], 'etapa_6_texto_final': 'voepass suspender operação após tragédia aéreo e rota ser redistribuír'}","{'sentimento': 'NEG', 'confianca': 0.482}"
157,Jovem Pan,2025-08-06 09:01:00,Chuva e nova onda de frio atingem litoral e capital paulista,,Chuva e nova onda de frio atingem litoral e capital paulista ,,"{'etapa_1_limpeza': 'Chuva e nova onda de frio atingem litoral e capital paulista', 'etapa_2_normalizacao': 'chuva e nova onda de frio atingem litoral e capital paulista', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'chuva', 'processado': 'chuva'}, {'original': 'e', 'processado': 'e'}, {'original': 'nova', 'processado': 'novo'}, {'original': 'onda', 'processado': 'onda'}, {'original': 'de', 'processado': 'de'}, {'original': 'frio', 'processado': 'frio'}, {'original': 'atingem', 'processado': 'atingir'}, {'original': 'litoral', 'processado': 'litoral'}, {'original': 'e', 'processado': 'e'}, {'original': 'capital', 'processado': 'capital'}, {'original': 'paulista', 'processado': 'paulista'}], 'etapa_5_lista_tokens': ['chuva', 'e', 'novo', 'onda', 'de', 'frio', 'atingir', 'litoral', 'e', 'capital', 'paulista'], 'etapa_6_texto_final': 'chuva e novo onda de frio atingir litoral e capital paulista'}","{'sentimento': 'NEU', 'confianca': 0.5051}"
158,Jovem Pan,2025-07-30 16:56:00,Incêndio na Reserva Ecológica do IBGE em Brasília termina com duas mortes; Lula lamenta tragédia,,Incêndio na Reserva Ecológica do IBGE em Brasília termina com duas mortes; Lula lamenta tragédia ,,"{'etapa_1_limpeza': 'Incêndio na Reserva Ecológica do IBGE em Brasília termina com duas mortes; Lula lamenta tragédia', 'etapa_2_normalizacao': 'incêndio na reserva ecológica do ibge em brasília termina com duas mortes; lula lamenta tragédia', 'etapa_3_entidades': [{'texto': 'ibge', 'tipo': 'LOC'}, {'texto': 'brasília', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'incêndio', 'processado': 'incêndio'}, {'original': 'na', 'processado': 'em o'}, {'original': 'reserva', 'processado': 'reserva'}, {'original': 'ecológica', 'processado': 'ecológico'}, {'original': 'do', 'processado': 'de o'}, {'original': 'ibge', 'processado': 'ibge'}, {'original': 'em', 'processado': 'em'}, {'original': 'brasília', 'processado': 'brasília'}, {'original': 'termina', 'processado': 'terminar'}, {'original': 'com', 'processado': 'com'}, {'original': 'duas', 'processado': 'dois'}, {'original': 'mortes', 'processado': 'morte'}, {'original': 'lula', 'processado': 'lula'}, {'original': 'lamenta', 'processado': 'lamentar'}, {'original': 'tragédia', 'processado': 'tragédia'}], 'etapa_5_lista_tokens': ['incêndio', 'em o', 'reserva', 'ecológico', 'de o', 'ibge', 'em', 'brasília', 'terminar', 'com', 'dois', 'morte', 'lula', 'lamentar', 'tragédia'], 'etapa_6_texto_final': 'incêndio em o reserva ecológico de o ibge em brasília terminar com dois morte lula lamentar tragédia'}","{'sentimento': 'NEG', 'confianca': 0.7349}"
159,Jovem Pan,2025-07-30 13:00:00,Ressaca causa alagamentos e interdições na orla de Santos,,Ressaca causa alagamentos e interdições na orla de Santos ,,"{'etapa_1_limpeza': 'Ressaca causa alagamentos e interdições na orla de Santos', 'etapa_2_normalizacao': 'ressaca causa alagamentos e interdições na orla de santos', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'ressaca', 'processado': 'ressaco'}, {'original': 'causa', 'processado': 'causa'}, {'original': 'alagamentos', 'processado': 'alagamento'}, {'original': 'e', 'processado': 'e'}, {'original': 'interdições', 'processado': 'interdição'}, {'original': 'na', 'processado': 'em o'}, {'original': 'orla', 'processado': 'orla'}, {'original': 'de', 'processado': 'de'}, {'original': 'santos', 'processado': 'santo'}], 'etapa_5_lista_tokens': ['ressaco', 'causa', 'alagamento', 'e', 'interdição', 'em o', 'orla', 'de', 'santo'], 'etapa_6_texto_final': 'ressaco causa alagamento e interdição em o orla de santo'}","{'sentimento': 'NEG', 'confianca': 0.6598}"
160,Jovem Pan,2025-07-30 09:12:00,São Paulo registra a tarde mais seca do ano,,São Paulo registra a tarde mais seca do ano ,,"{'etapa_1_limpeza': 'São Paulo registra a tarde mais seca do ano', 'etapa_2_normalizacao': 'são paulo registra a tarde mais seca do ano', 'etapa_3_entidades': [{'texto': 'são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'são', 'processado': 'são'}, {'original': 'paulo', 'processado': 'paulo'}, {'original': 'registra', 'processado': 'registrar'}, {'original': 'a', 'processado': 'o'}, {'original': 'tarde', 'processado': 'tarde'}, {'original': 'mais', 'processado': 'mais'}, {'original': 'seca', 'processado': 'seca'}, {'original': 'do', 'processado': 'de o'}, {'original': 'ano', 'processado': 'ano'}], 'etapa_5_lista_tokens': ['são', 'paulo', 'registrar', 'o', 'tarde', 'mais', 'seca', 'de o', 'ano'], 'etapa_6_texto_final': 'são paulo registrar o tarde mais seca de o ano'}","{'sentimento': 'NEG', 'confianca': 0.5881}"
161,Jovem Pan,2025-07-28 20:20:00,Ciclone extratropical deixa mais de 340 mil endereços sem luz no RS,,Ciclone extratropical deixa mais de 340 mil endereços sem luz no RS ,,"{'etapa_1_limpeza': 'Ciclone extratropical deixa mais de 340 mil endereços sem luz no RS', 'etapa_2_normalizacao': 'ciclone extratropical deixa mais de 340 mil endereços sem luz no rs', 'etapa_3_entidades': [{'texto': 'ciclone extratropical', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'ciclone', 'processado': 'ciclone'}, {'original': 'extratropical', 'processado': 'extratropical'}, {'original': 'deixa', 'processado': 'deixar'}, {'original': 'mais', 'processado': 'mais'}, {'original': 'de', 'processado': 'de'}, {'original': '340', 'processado': '340'}, {'original': 'mil', 'processado': 'mil'}, {'original': 'endereços', 'processado': 'endereço'}, {'original': 'sem', 'processado': 'sem'}, {'original': 'luz', 'processado': 'luz'}, {'original': 'no', 'processado': 'em o'}, {'original': 'rs', 'processado': 'rs'}], 'etapa_5_lista_tokens': ['ciclone', 'extratropical', 'deixar', 'mais', 'de', '340', 'mil', 'endereço', 'sem', 'luz', 'em o', 'rs'], 'etapa_6_texto_final': 'ciclone extratropical deixar mais de 340 mil endereço sem luz em o rs'}","{'sentimento': 'NEG', 'confianca': 0.539}"
162,Jovem Pan,2025-07-25 09:19:00,"Temperaturas despencam em São Paulo, com chance de chuva a qualquer hora do dia",,"Temperaturas despencam em São Paulo, com chance de chuva a qualquer hora do dia ",,"{'etapa_1_limpeza': 'Temperaturas despencam em São Paulo, com chance de chuva a qualquer hora do dia', 'etapa_2_normalizacao': 'temperaturas despencam em são paulo, com chance de chuva a qualquer hora do dia', 'etapa_3_entidades': [{'texto': 'são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'temperaturas', 'processado': 'temperatura'}, {'original': 'despencam', 'processado': 'despencar'}, {'original': 'em', 'processado': 'em'}, {'original': 'são', 'processado': 'são'}, {'original': 'paulo', 'processado': 'paulo'}, {'original': 'com', 'processado': 'com'}, {'original': 'chance', 'processado': 'chance'}, {'original': 'de', 'processado': 'de'}, {'original': 'chuva', 'processado': 'chuva'}, {'original': 'a', 'processado': 'a'}, {'original': 'qualquer', 'processado': 'qualquer'}, {'original': 'hora', 'processado': 'hora'}, {'original': 'do', 'processado': 'de o'}, {'original': 'dia', 'processado': 'dia'}], 'etapa_5_lista_tokens': ['temperatura', 'despencar', 'em', 'são', 'paulo', 'com', 'chance', 'de', 'chuva', 'a', 'qualquer', 'hora', 'de o', 'dia'], 'etapa_6_texto_final': 'temperatura despencar em são paulo com chance de chuva a qualquer hora de o dia'}","{'sentimento': 'NEU', 'confianca': 0.4404}"
163,Jovem Pan,2025-07-23 09:47:00,Frente fria provoca queda de temperatura e pode trazer chuva a São Paulo,,Frente fria provoca queda de temperatura e pode trazer chuva a São Paulo ,,"{'etapa_1_limpeza': 'Frente fria provoca queda de temperatura e pode trazer chuva a São Paulo', 'etapa_2_normalizacao': 'frente fria provoca queda de temperatura e pode trazer chuva a são paulo', 'etapa_3_entidades': [{'texto': 'são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'frente', 'processado': 'frente'}, {'original': 'fria', 'processado': 'frio'}, {'original': 'provoca', 'processado': 'provocar'}, {'original': 'queda', 'processado': 'queda'}, {'original': 'de', 'processado': 'de'}, {'original': 'temperatura', 'processado': 'temperatura'}, {'original': 'e', 'processado': 'e'}, {'original': 'pode', 'processado': 'poder'}, {'original': 'trazer', 'processado': 'trazer'}, {'original': 'chuva', 'processado': 'chuva'}, {'original': 'a', 'processado': 'a'}, {'original': 'são', 'processado': 'são'}, {'original': 'paulo', 'processado': 'paulo'}], 'etapa_5_lista_tokens': ['frente', 'frio', 'provocar', 'queda', 'de', 'temperatura', 'e', 'poder', 'trazer', 'chuva', 'a', 'são', 'paulo'], 'etapa_6_texto_final': 'frente frio provocar queda de temperatura e poder trazer chuva a são paulo'}","{'sentimento': 'NEG', 'confianca': 0.4729}"
164,Jovem Pan,2025-07-23 09:27:00,"Brasil terá chuvas mais intensas e secas prolongadas até o fim do século, aponta estudo",,"Brasil terá chuvas mais intensas e secas prolongadas até o fim do século, aponta estudo ",,"{'etapa_1_limpeza': 'Brasil terá chuvas mais intensas e secas prolongadas até o fim do século, aponta estudo', 'etapa_2_normalizacao': 'brasil terá chuvas mais intensas e secas prolongadas até o fim do século, aponta estudo', 'etapa_3_entidades': [{'texto': 'brasil', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'brasil', 'processado': 'brasil'}, {'original': 'terá', 'processado': 'ter'}, {'original': 'chuvas', 'processado': 'chuva'}, {'original': 'mais', 'processado': 'mais'}, {'original': 'intensas', 'processado': 'intenso'}, {'original': 'e', 'processado': 'e'}, {'original': 'secas', 'processado': 'seca'}, {'original': 'prolongadas', 'processado': 'prolongar'}, {'original': 'até', 'processado': 'até'}, {'original': 'o', 'processado': 'o'}, {'original': 'fim', 'processado': 'fim'}, {'original': 'do', 'processado': 'de o'}, {'original': 'século', 'processado': 'século'}, {'original': 'aponta', 'processado': 'apontar'}, {'original': 'estudo', 'processado': 'estudo'}], 'etapa_5_lista_tokens': ['brasil', 'ter', 'chuva', 'mais', 'intenso', 'e', 'seca', 'prolongar', 'até', 'o', 'fim', 'de o', 'século', 'apontar', 'estudo'], 'etapa_6_texto_final': 'brasil ter chuva mais intenso e seca prolongar até o fim de o século apontar estudo'}","{'sentimento': 'NEU', 'confianca': 0.4894}"
165,Jovem Pan,2025-07-17 10:53:00,Região Sul entra em alerta para chuva e ventos fortes,,Região Sul entra em alerta para chuva e ventos fortes ,,"{'etapa_1_limpeza': 'Região Sul entra em alerta para chuva e ventos fortes', 'etapa_2_normalizacao': 'região sul entra em alerta para chuva e ventos fortes', 'etapa_3_entidades': [{'texto': 'região sul', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'região', 'processado': 'região'}, {'original': 'sul', 'processado': 'sul'}, {'original': 'entra', 'processado': 'entrar'}, {'original': 'em', 'processado': 'em'}, {'original': 'alerta', 'processado': 'alerta'}, {'original': 'para', 'processado': 'para'}, {'original': 'chuva', 'processado': 'chuva'}, {'original': 'e', 'processado': 'e'}, {'original': 'ventos', 'processado': 'vento'}, {'original': 'fortes', 'processado': 'forte'}], 'etapa_5_lista_tokens': ['região', 'sul', 'entrar', 'em', 'alerta', 'para', 'chuva', 'e', 'vento', 'forte'], 'etapa_6_texto_final': 'região sul entrar em alerta para chuva e vento forte'}","{'sentimento': 'NEU', 'confianca': 0.5725}"
166,Jovem Pan,2025-07-06 10:22:00,"Com pouco de sol e sem chance de chuva, São Paulo terá um domingo frio, com máxima de 20°C",,"Com pouco de sol e sem chance de chuva, São Paulo terá um domingo frio, com máxima de 20°C ",,"{'etapa_1_limpeza': 'Com pouco de sol e sem chance de chuva, São Paulo terá um domingo frio, com máxima de 20°C', 'etapa_2_normalizacao': 'com pouco de sol e sem chance de chuva, são paulo terá um domingo frio, com máxima de 20°c', 'etapa_3_entidades': [{'texto': 'são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'com', 'processado': 'com'}, {'original': 'pouco', 'processado': 'pouco'}, {'original': 'de', 'processado': 'de'}, {'original': 'sol', 'processado': 'sol'}, {'original': 'e', 'processado': 'e'}, {'original': 'sem', 'processado': 'sem'}, {'original': 'chance', 'processado': 'chance'}, {'original': 'de', 'processado': 'de'}, {'original': 'chuva', 'processado': 'chuva'}, {'original': 'são', 'processado': 'são'}, {'original': 'paulo', 'processado': 'paulo'}, {'original': 'terá', 'processado': 'ter'}, {'original': 'um', 'processado': 'um'}, {'original': 'domingo', 'processado': 'domingo'}, {'original': 'frio', 'processado': 'frio'}, {'original': 'com', 'processado': 'com'}, {'original': 'máxima', 'processado': 'grande'}, {'original': 'de', 'processado': 'de'}, {'original': '20', 'processado': '20'}, {'original': '°', 'processado': '°'}, {'original': 'c', 'processado': 'c'}], 'etapa_5_lista_tokens': ['com', 'pouco', 'de', 'sol', 'e', 'sem', 'chance', 'de', 'chuva', 'são', 'paulo', 'ter', 'um', 'domingo', 'frio', 'com', 'grande', 'de', '20', '°', 'c'], 'etapa_6_texto_final': 'com pouco de sol e sem chance de chuva são paulo ter um domingo frio com grande de 20 ° c'}","{'sentimento': 'NEU', 'confianca': 0.4531}"
167,Jovem Pan,2025-07-02 10:14:00,Tarcísio destaca obras da Defesa Civil para enfrentar desastres: ‘Trabalho apaixonado e silencioso’,,Tarcísio destaca obras da Defesa Civil para enfrentar desastres: ‘Trabalho apaixonado e silencioso’ ,,"{'etapa_1_limpeza': 'Tarcísio destaca obras da Defesa Civil para enfrentar desastres: ‘Trabalho apaixonado e silencioso’', 'etapa_2_normalizacao': 'tarcísio destaca obras da defesa civil para enfrentar desastres: ‘trabalho apaixonado e silencioso’', 'etapa_3_entidades': [{'texto': 'tarcísio', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'tarcísio', 'processado': 'tarcísio'}, {'original': 'destaca', 'processado': 'destacar'}, {'original': 'obras', 'processado': 'obra'}, {'original': 'da', 'processado': 'de o'}, {'original': 'defesa', 'processado': 'defesa'}, {'original': 'civil', 'processado': 'civil'}, {'original': 'para', 'processado': 'para'}, {'original': 'enfrentar', 'processado': 'enfrentar'}, {'original': 'desastres', 'processado': 'desastr'}, {'original': 'trabalho', 'processado': 'trabalho'}, {'original': 'apaixonado', 'processado': 'apaixonar'}, {'original': 'e', 'processado': 'e'}, {'original': 'silencioso', 'processado': 'silencioso'}], 'etapa_5_lista_tokens': ['tarcísio', 'destacar', 'obra', 'de o', 'defesa', 'civil', 'para', 'enfrentar', 'desastr', 'trabalho', 'apaixonar', 'e', 'silencioso'], 'etapa_6_texto_final': 'tarcísio destacar obra de o defesa civil para enfrentar desastr trabalho apaixonar e silencioso'}","{'sentimento': 'POS', 'confianca': 0.727}"
